seed,original_index,text,raw_response,llm_label,llm_name,gemma-3-27b-it
3,462,"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,463,"The European Central Bank on Thursday kept to its cautious approach in the face of record inflation in the eurozone, but Christine Lagarde, the banks president, acknowledged that the situation has indeed changed and refused to rule out a rate increase in 2022.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,464,The Midwest and parts of the interior Northeast are expected to experience warmer than normal temperatures.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,465,"There will also be increased showers and convection in the Four Corners region, primarily affecting New Mexico and Southern Colorado, as a weak upper low and an upper ridge over Texas influence local weather patterns.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,466,"A ridge extending into the southeastern U.S. will flatten an upper trough in New England by next Wednesday, while a trailing cold front slows near the Gulf Coast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,467,"On 08/21/2024, the sports reporter for Fox Sports speculates the scoring average at the New York Knicks will likely increase.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,468,A potential coastal low may develop off the NC coast by next Thursday.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,469,"The southeast will see unseasonably warm temperatures, with highs 10-15F above normal, potential record highs, followed by cooling midweek.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,470,"Cooler and wetter conditions forecasted for the eastern U.S. under a broad upper-level cyclone over Northern Hudson Bay, resulting in a trough.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,471,Uncertainty in the Southeast and Mid-Atlantic for Thursday and Friday due to variability in models regarding the surface low/front movement.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,472,"Snow is anticipated in the Northeast and parts of the Mid-Atlantic on Tuesday, with low pressure systems bringing colder temperatures.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,473,Moisture will shift southward into the Sierra Nevada and southwestern U.S. Rain totals of 5-10 inches likely in Northern California and Southwestern Oregon.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,474,"WASHINGTON  The House committee investigating the Jan. 6 attack on the Capitol is likely to reach out soon to Virginia Thomas, the wife of Justice Clarence Thomas, to request that she sit for an interview, according to two people familiar with the matter.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,475,"Enhanced rainfall anticipated in the southeast and Tennessee Valley, along with locally heavy rainfall in southern Florida.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,476,"Below normal temperatures are forecasted from the high plains into the east, with some areas experiencing highs at least 10F below average.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,477,"Kuchma assured Yeltsin that Ukraine would not join NATO, Yeltsin's spokesman Sergei Yastrzhembsky said, according to the Interfax news agency.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,478,"A fast-moving clipper system is possible from Thursday to Saturday, creating uncertainty in precipitation details.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,479,"A second wave of heavy rainfall/runoff is predicted for the Southern Plains and Deep South on Wednesday, as instability and Gulf moisture reemerge.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,480,"Temperatures will be well above average (10-20F anomalies) initially across much of the West and Plains, but a cooling trend will begin as an upper trough moves in, leading to much below normal max temperatures in the Southwest, Great Basin, and Rockies by the latter half of the period.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,481,"Warm temperatures are forecast over the southern two-thirds of the interior west and Rockies, with highs 15-20F above normal in some areas.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,482,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,483,"Unseasonably warm air, reaching 20-30F above normal, will affect the East before a cold front brings a brief return to near or below normal temperatures on Friday and Saturday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,484,"I think that the mood is fairly gloomy, and I think it's not going to change for a couple of years.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,485,A perturbation moving from the central plains into the upper Great Lakes is expected to bring heavy rainfall.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,486,"Additional precipitation will develop over the northern-central Rockies and high plains, extending into the east in a more scattered form.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,487,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,488,"As the trough moves eastward, temperatures will be hotter by 10F+ in the central-southern Mid-Atlantic, Carolinas, and Midwest.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,489,"Northern tier temperatures will vary with the system's progression, while Friday and Saturday forecast remains uncertain due to diverse potential outcomes aloft.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,490,A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,491,"Major precipitation is expected for the west coast states and the southeastern to eastern central U.S., with heavy rainfall from the southeastern plains and lower to mid Mississippi Valley to the Ohio and Tennessee Valleys and Gulf Coast states.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,492,"In the West, a deep upper low will move southward along the coast, resulting in cooler conditions and increased chances of showers and thunderstorms, especially in elevated areas.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,493,"Together with its derivatives, the Kalashnikov rifle has been used by the police and armies of 55 countries and an assortment of guerrillas, terrorists and just plain thugs around the globe.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,494,"Heavy rainfall expected due to Tropical Storm Barry, weakening as it moves north through the Mississippi and Ohio Valleys from Mon to Wed. Highest rainfall totals anticipated from northeastern Arkansas and northern Mississippi through Tennessee and Kentucky, with potential severe weather threats but low predictability for details.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,495,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,496,"Cool temperatures 10-15F below normal expected in the Southeast and Mid-Atlantic from Saturday to Monday, with a rebound closer to normal by mid-next week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,497,The potential exists for heavy rainfall and flooding.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,498,"A series of systems will affect the northwest, with potential strong development in the eastern U.S. and southern Canada later in the week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,499,"Cooler temperatures (10-15F below normal) in the Northwest due to an upper trough, which may create unsettled weather.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,500,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,501,"Heavy rain is forecasted across the Southeast, Lower Mississippi Valley, and Southern Plains from August 23-27.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,502,The National Weather Service forecasts that the precipitation levels at New York may decrease in 2024-08-21.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,503,Diane?,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,504,"In the latest quarter, Aetna had a $23 million loss on its auto/homeowners line, compared with earnings of $33 million last year.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,505,Persistent general flow pattern influenced by a strong Greenland ridge and eastern Canadian upper low.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,506,A wavy cold front from the northern Great Lakes may bring moderate to heavy rain to the Northeast as it interacts with moisture from Elsa.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,507,Humidity levels will increase with gulf moisture return expected by late next week.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,508,"The highest record temperatures in the Southwest may reach the 80s and 90s, with Phoenix potentially recording its latest 90-degree day.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,509,The American Heart Association observed that the patients' blood pressure at all clinics in New York City decreased from Q2 2019 to Q4 2019.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,510,Cooling trend anticipated in the Northeast by next Saturday behind a cold front.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,511,"Showers and thunderstorms are expected, with a low-pressure system affecting the Northeast on Sunday and potential heavy rainfall across the Central and Southern Plains.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,512,Heavy rain is expected in eastern Texas and the lower Mississippi Valley.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,513,"Above-average temperatures are projected for the west, pushing eastward as heights rise through the central states.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,514,"Widespread precipitation anticipated, especially from organized showers and storms along a lingering front in the southeastern U.S. Heavy rain events are expected across multiple regions, including the Central Plains, Mid-Atlantic, and Southern Rockies from July 1 to July 5.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,515,Experts now predict skyrocketing home prices may rise indefinitely.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,516,"Precipitation is forecasted to be highest in the Carolinas and Southeast, driven by two fronts that will promote rain and thunderstorms.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,517,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,518,Hot temperatures in the 90s with lows in the 70s will gradually retreat westward from the Northeast and Mid-Atlantic as a heat dome moves southwest toward the Rockies by next Saturday.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,519,The forecast predicts much below normal temperatures and high winds across specified regions from October 18-21.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,520,"Near to above normal temperatures early in the week, with potential record highs in the Mid-Atlantic on Friday, then trending cooler, especially in the Southeast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,521,Merieux previously said it would ensure its bid remained open pending a final decision by Canadian regulators on whether to approve the takeover.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,522,"A cold front will bring rainfall to the Southern Plains and lower Ohio Valley, with potential snowfall in eastern New Mexico and the Texas Panhandle.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,523,Gradual warming trend anticipated after Thursday.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,524,"In Q3 of 2027, Morgan Stanley envisions that the inflation rate at the US Federal Reserve has some probability to remain stable.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,525,"Highs will be 10-15F above normal in the eastern regions, with temperatures 15-20F above normal along the East Coast by Thursday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,526,"Heavy rain is anticipated across the Southern Plains, Upper Mississippi Valley, and Northern Plains from April 2-3, and also across the Southeast and Lower Mississippi Valley from April 4-5.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,527,"Rain and mountain snow will occur in the western U.S. and scattered showers and thunderstorms will extend from the Southeast to the Midwest, with heavy rainfall anticipated across portions of the southern and central Plains.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,528,"Cool temperatures below average east of the Mississippi, while above average temperatures will surge into the east by Friday/Saturday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,529,"High temperatures will be 10-20 degrees above normal, with over 100-degree highs in lower elevations of eastern California and southern Arizona midweek.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,530,Active weather expected with rain and thunderstorms increasing in the Southwest and Texas by Oct 16-17 as the upper low brings moisture.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,531,"Heavy rain forecasts include:
- Central Plains to Midwest: Sep 21-22
- Lower Mississippi Valley and Southern Plains: Sep 20
- Upper Mississippi Valley and Northern Plains: Sep 20-21

Severe weather threats in Northern Plains and Upper Mississippi Valley.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,532,"Additionally, two surface waves along the California coast are expected, with caution regarding the predictability of a substantial energy push onshore.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,533,"The forecast utilizes a blend of ECMWF and GFS models, with moderate uncertainties in details.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,534,"Showers may reach the Northeast by Thursday night, and Pacific energy will bring precipitation to the Northwest and northern Rockies.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,535,"Heavy precipitation is anticipated across California, the Pacific Northwest, and the Northern Great Basin from December 13 through December 17, including heavy snow in the Northern Rockies and parts of the Northeast and Mid-Atlantic.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,536,"I would be very surprised if his departure signals any change in strategy or change in profit expectations.""","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,537,The price will be specified at the completion date .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,538,There is high uncertainty due to varying model solutions regarding a highly amplified trough that may affect weather from the Gulf Coast to the Saint Lawrence Valley.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,539,"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,540,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,541,"There is significant uncertainty in the forecast, particularly regarding surface low development in the Eastern U.S.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,542,"In contrast, a significant temperature drop is expected across the Northwest and northern tier states, with highs 10F to 20F below normal due to a cold front.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,543,Unsettled conditions with heavy rain and mountain snow expected on the West Coast due to an atmospheric river event early next week.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,544,"An upper low is anticipated to develop in the Southwest, renewing rainfall threats in the Southern Plains to the Lower Mississippi Valley by Monday-Tuesday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,545,A period of strong inflow from the Atlantic will result in heavy rainfall over the East Coast through Tuesday.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,546,This pattern will result in colder temperatures and higher precipitation chances in the eastern U.S. Snow is expected from Tuesday to Wednesday as a low-pressure system tracks through the Great Lakes into eastern Canada.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,547,"Flooding risks are present across the central Appalachians, Mid-Atlantic, lower Great Lakes, Ohio Valley, lower Mississippi Valley, northern Plains, and northern Washington, with likely flooding in western Montana and northern Idaho.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,548,"Third-Quarter Net Fell 77% @ On Emery's Expected Loss 10/26/89 WALL STREET JOURNAL (J) CNF EARNINGS (ERN) TRANSPORTATION, TRUCK AND SHIP LINES, RAILROADS (TRA) Consolidated Freightways Inc. reported a 77% drop in third-quarter net income, citing expected losses in its Emery Worldwide shipping business.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,549,Rainfall may lead to below normal high temperatures in some Gulf Coast areas.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,550,"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,551,"It also placed on CreditWatch for possible downgrade other securities, including the double-B-minus/B rating of Crossland's certificates of deposit and the single-B rating of its senior subordinated capital notes.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,552,"A southern stream trough affecting the Southern Plains will stall a frontal boundary across the Florida Peninsula, leading to continued scattered showers and thunderstorms into early next week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,553,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,554,"Snow may occur in the Southern High Plains on Friday, with an increase in precipitation anticipated in the Northwest later in the period.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,555,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,556,"Ensemble member variations suggest low confidence in the outcome, with uncertainty in the trough's speed and position.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,557,"In contrast, temperatures in the northern and central Plains are expected to decline by 5-15F below average due to a cold front moving south from Canada.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,558,Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,559,"Showers and thunderstorms are forecasted for the Northeast and Mid-Atlantic late this week, with the best dynamics supporting higher totals in the Northeast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,560,"The Northwest will experience persistent rain and higher elevation snow, particularly in the Coastal and Cascade Ranges, with additional systems expected to bring organized precipitation into California and the Southwest.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,561,"Heavy rainfall expected for the South, Southeast, and Appalachians Wednesday and Thursday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,562,"Initial high temperatures may be 10-20F below average in the Southwest and Great Basin, while the Northern Plains, Great Lakes, and Northeast could see highs 10-15F above average in the 70s and 80s.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,563,"Summer heat is forecasted to persist across the central to eastern U.S. with temperatures expected to be 15 to 25 degrees above seasonal averages, reaching highs in the 90s to possibly 100F and lows in the mid-70s.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,564,Sales by Seppala diminished by 6 per cent .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,565,"""At this stage it was felt I was perhaps more pertinent as chief executive.""","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,566,Areas of valley rains and mountain snows are anticipated in Utah and western Colorado.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,567,"Excessive rainfall is anticipated for the South, Southeast, and Mid-Atlantic regions, with a heavy snow and ice risk from the South-Central U.S. to the Northeast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,568,"Heavy snow is anticipated across parts of the Central Rockies, Central Plains, and Central Great Basin from February 20 to 22, alongside imminent flooding in portions of the Lower Mississippi Valley.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,569,"Snow is likely limited to northern New England, while the Southwest and southern Plains will experience anomalous warmth next week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,570,Highly-amplified flow pattern will dominate North America with models in agreement on conditions through next week.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,571,Expected temperature anomalies of 30F below normal in parts of the Northeast on Saturday and warm minimum anomalies of 10-20F across the West.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,572,"The GFS maintains a more amplified wave leading to a southern track, while EC and GEFS suggest quicker weakening and a northern track.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,573,"Rain will impact eastern Texas, Oklahoma, and the Ohio Valley due to Gulf moisture and a cold front.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,574,A deepening low pressure system is forecast to move from the southern plains to the Great Lakes.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,575,Heavy rain and snow are projected from October 10 to October 13 across multiple regions including the northern Plains and Rockies.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,576,"Heavy precipitation is expected in the Alaska Panhandle and mainland Alaska on January 22 and again on January 23-24, with high winds forecasted across those same areas on January 24.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,577,Excessive heat is anticipated in the Southern Plains from May 28-30.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,578,"Record heat expected in the Southeast and southern Mid-Atlantic next week, with temperatures reaching 90s to near 100F.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,579,Activities range from the development of natural resources to the retailed marketing of finished products .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,580,"Heavy rain and wintry weather are expected across the Southeast and eastern U.S. beginning Saturday, December 8, 2018, influenced by a significant storm system moving along the Gulf Coast.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,581,"On August 21, 2024, JPMorgan Chase speculates the operating income at Microsoft will likely increase.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,582,"Fast zonal flow over the northern tier of the U.S. through the weekend, with uncertainty increasing midweek as an upper low moves inland and a downstream ridge builds over the Midwest, Ohio Valley, and Mid-Atlantic.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,583,"Hurricane Matthew is situated over the southern Caribbean with a central pressure of 946 mb, sustaining winds of 125 kts and gusts up to 150 kts, predicted to track northward toward the Bahamas.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,584,02/27/1998 08:13:00,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,585,Rain and high-elevation snow are expected from the Pacific Northwest into the northern-central Rockies.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,586,"Heaviest precipitation is expected through the lower/eastern Great Lakes, with an increase in rainfall in Florida due to a tropical wave.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,587,"Below normal temperatures will prevail in much of the eastern U.S. early in the period, transitioning to near normal later.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,588,"Qantas plans daily flights between Sydney and Bombay, up from the current four flights a week, to boost business and tourism ties with India, the airline announced Friday.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,589,"A year earlier UniFirst earned $2.4 million, or 24 cents a share adjusted for the split.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,590,"Temperatures in the Southwest will be 10-15F above normal, with California experiencing highs around 10F above normal and some areas 10-20F above.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,591,"A low/storm system will move into Alaska and the Northeast Pacific, leading to decreased forecast confidence later in the week.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,592,"Cooler air will filter into the East Coast early next week due to a strong polar high pressure, maintaining easterly winds.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,593,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,594,"An amplified/blocky pattern is expected over the northern hemisphere, with ridging towards high latitudes and an upper low near the Great Lakes.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,595,"Intranets, through the use of Internet technology, are positioned as a platform for companies to optimise, expand and transform new channels of business.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,596,"On February 22, 2028, the Urban Institute speculated the budget allocation for social services at city councils changed.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,597,High elevation snow is expected in the Northern Rockies and Pacific Northwest as an upper trough progresses.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,598,"Heavy rain and thunderstorms are likely in the Mid-South and Lower Mississippi/Tennessee Valleys late Wednesday into Thursday/Friday, with a marginal risk for excessive rainfall due to wet soils.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,599,"Rainfall forecasts indicate heaviest precipitation from southeastern Oklahoma to northern Arkansas/Missouri and the Ohio Valley, spreading into the Central Appalachians/northern Mid-Atlantic by Monday.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,600,"Two shortwaves of interest are expected in the eastern mean trough, with model discrepancies regarding strength and track.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,601,Humidity is projected to rise in the Southeast due to persistent precipitation.,"{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,602,He also said of trade with Iraq: ``There are no shipments at the moment.'',"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,603,"Dr. Jane Goodall noted on 14th February 2028, the mental health awareness at schools fell.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,604,"According to marketing expert Emily Chen, the sales of electric vehicles at Tesla will fall in January 2026.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,605,"Clustered Regularly-Interspaced Short Palindromic Repeats (CRISPR) is a technique to achieve precise, literal cut-and-paste addition/subtraction of genomes","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,606,AT A ROBUST CLIP LR QL UR (ART ADV: Graphic is being sent to NYT graphic clients.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,607,The company had hoped the new plant would be on stream by the end of 2008 .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,608,"Strong winds may cause blowing/drifting snow, possibly leading to blizzard conditions.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,609,"Expect wintry precipitation to shift southeast as colder air arrives; snow in the Upper Mississippi Valley and Upper Great Lakes, with precipitation focus from Friday to Saturday in the Ohio Valley and southern Appalachians.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,610,Consumers are now increasingly interested in what they can do with heir phones .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,611,Flooding is occurring or imminent in Florida.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,612,"Business Brief -- Cilcorp Inc.: @ Some Assets to Be Acquired @ From Hunter Environmental 11/01/89 WALL STREET JOURNAL (J) CER HESI BUYBACKS, REDEMPTIONS, SWAP OFFERS (BBK) TENDER OFFERS, MERGERS, ACQUISITIONS (TNM) Cilcorp Inc., Peoria, Ill., said it agreed to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.","{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,613,"Significant precipitation is expected in the northern tier, particularly in the Great Lakes and New England, while California may experience rare July rainfall.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,614,"Arctic air will surge into the lower 48 states next week, causing a significant drop in temperatures.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,615,"In the east-central U.S., a swath of moderate to heavy rainfall is anticipated, focusing on the Upper Ohio Valley and Appalachians.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,616,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,617,Forecast confidence is slightly above average due to model consensus.,"{""predicted_sentence_label"": 0}",0,gemma-3-27b-it,0
3,618,"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
3,619,"A colder Pacific-modified airmass is expected to migrate southeast into the Four Corners' higher terrain, with an amplified ridge structure over the central plains.","{""predicted_sentence_label"": 1}",1,gemma-3-27b-it,1
